name,bus,control,p_nom,type,weather_cell_id,subtype
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1312587,BusBar_lac_129600,PQ,0.01081,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1312892,BusBar_lac_129600,PQ,0.0287,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1312979,BusBar_lac_129600,PQ,0.008775,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1313787,BusBar_lac_129600,PQ,0.00598,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1313793,BusBar_lac_129600,PQ,0.02997,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1314018,BusBar_lac_129600,PQ,0.00819,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1315056,BusBar_lac_129600,PQ,0.0037400000000000003,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216594_solar_roof_mounted_1315397,BusBar_lac_129600,PQ,0.00999,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216595_solar_roof_mounted_1312841,BusBar_lac_129600,PQ,0.11,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216595_solar_roof_mounted_1315763,BusBar_lac_129600,PQ,0.010119999999999999,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1310785,BusBar_lac_129600,PQ,0.14973,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1312654,BusBar_lac_129600,PQ,0.0288,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1312747,BusBar_lac_129600,PQ,0.01246,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1313758,BusBar_lac_129600,PQ,0.0032400000000000003,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1313874,BusBar_lac_129600,PQ,0.007679999999999999,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216596_solar_roof_mounted_1315671,BusBar_lac_129600,PQ,0.007215,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216597_solar_roof_mounted_1310918,BusBar_lac_129600,PQ,0.02945,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216597_solar_roof_mounted_1314769,BusBar_lac_129600,PQ,0.00319,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216597_solar_roof_mounted_1315018,BusBar_lac_129600,PQ,0.002025,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216597_solar_roof_mounted_1315141,BusBar_lac_129600,PQ,0.0261,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216597_solar_roof_mounted_1315591,BusBar_lac_129600,PQ,0.00432,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1310703,BusBar_lac_129600,PQ,0.0217,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1310809,BusBar_lac_129600,PQ,0.00136,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1311024,BusBar_lac_129600,PQ,0.0075,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1314829,BusBar_lac_129600,PQ,0.0088,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1315119,BusBar_lac_129600,PQ,0.0064800000000000005,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1315465,BusBar_lac_129600,PQ,0.02988,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1316012,BusBar_lac_129600,PQ,0.0058,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216598_solar_roof_mounted_1316046,BusBar_lac_129600,PQ,0.00897,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216599_solar_roof_mounted_1310662,BusBar_lac_129600,PQ,0.0021000000000000003,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216599_solar_roof_mounted_1310871,BusBar_lac_129600,PQ,0.019504999999999998,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216599_solar_roof_mounted_1315408,BusBar_lac_129600,PQ,0.03402,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216599_solar_roof_mounted_1315540,BusBar_lac_129600,PQ,0.0599,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216599_solar_roof_mounted_1315816,BusBar_lac_129600,PQ,0.02184,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1312729,BusBar_lac_129600,PQ,0.04683,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1313023,BusBar_lac_129600,PQ,0.01125,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1313752,BusBar_lac_129600,PQ,0.0297,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1313996,BusBar_lac_129600,PQ,0.0038399999999999997,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1314926,BusBar_lac_129600,PQ,0.0088,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1315202,BusBar_lac_129600,PQ,0.006019999999999999,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1315458,BusBar_lac_129600,PQ,0.026269999999999998,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1315634,BusBar_lac_129600,PQ,0.030375,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1315657,BusBar_lac_129600,PQ,0.0055,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_216600_solar_roof_mounted_1315923,BusBar_lac_129600,PQ,0.01875,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_494742_solar_roof_mounted_1312975,BusBar_lac_129600,PQ,0.0048,solar,1122093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217992_solar_roof_mounted_1312249,BusBar_lac_130754,PQ,0.011439999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217992_solar_roof_mounted_1315729,BusBar_lac_130754,PQ,0.0299,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217992_solar_roof_mounted_1315952,BusBar_lac_130754,PQ,0.0038,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217993_solar_roof_mounted_1315422,BusBar_lac_130754,PQ,0.0162,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217994_solar_roof_mounted_1314962,BusBar_lac_130754,PQ,0.006,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217994_solar_roof_mounted_1583846,BusBar_lac_130754,PQ,0.009880000000000002,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217995_solar_roof_mounted_1310765,BusBar_lac_130754,PQ,0.0896,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217995_solar_roof_mounted_1310776,BusBar_lac_130754,PQ,0.01862,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217995_biogas_1312902,BusBar_lac_130754,PQ,0.25,biomass,,biogas
Generator_mvgd_1249_lvgd_217995_solar_roof_mounted_1314763,BusBar_lac_130754,PQ,0.00504,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217995_solar_roof_mounted_1314938,BusBar_lac_130754,PQ,0.0088,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217995_solar_roof_mounted_1315690,BusBar_lac_130754,PQ,0.009805,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217996_solar_roof_mounted_1310641,BusBar_lac_130754,PQ,0.0068,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217996_solar_roof_mounted_1312676,BusBar_lac_130754,PQ,0.0105,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217996_solar_roof_mounted_1312770,BusBar_lac_130754,PQ,0.0259,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217996_solar_roof_mounted_1314779,BusBar_lac_130754,PQ,0.005115000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217996_solar_roof_mounted_1315696,BusBar_lac_130754,PQ,0.019,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217997_solar_roof_mounted_1312388,BusBar_lac_130754,PQ,0.01188,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217997_solar_roof_mounted_1312988,BusBar_lac_130754,PQ,0.02925,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217997_solar_roof_mounted_1314757,BusBar_lac_130754,PQ,0.0081,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1310923,BusBar_lac_130754,PQ,0.015359999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1310928,BusBar_lac_130754,PQ,0.09988,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1312571,BusBar_lac_130754,PQ,0.00756,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1312881,BusBar_lac_130754,PQ,0.00874,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1313738,BusBar_lac_130754,PQ,0.029925,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1315113,BusBar_lac_130754,PQ,0.02982,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1315438,BusBar_lac_130754,PQ,0.01064,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1315584,BusBar_lac_130754,PQ,0.02997,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217998_solar_roof_mounted_1315905,BusBar_lac_130754,PQ,0.00644,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1305697,BusBar_lac_130754,PQ,0.011445,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1312738,BusBar_lac_130754,PQ,0.01924,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1313604,BusBar_lac_130754,PQ,0.004,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1313803,BusBar_lac_130754,PQ,0.04301,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1313822,BusBar_lac_130754,PQ,0.00646,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1315480,BusBar_lac_130754,PQ,0.011470000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_217999_solar_roof_mounted_1597623,BusBar_lac_130754,PQ,0.009880000000000002,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1310795,BusBar_lac_130754,PQ,0.05904,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1312252,BusBar_lac_130754,PQ,0.01595,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1312700,BusBar_lac_130754,PQ,0.00882,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1313033,BusBar_lac_130754,PQ,0.009800000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1314006,BusBar_lac_130754,PQ,0.11616,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1314090,BusBar_lac_130754,PQ,0.02975,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218000_solar_roof_mounted_1316032,BusBar_lac_130754,PQ,0.006825,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1310845,BusBar_lac_130754,PQ,0.00643,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1312610,BusBar_lac_130754,PQ,0.0066,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1315067,BusBar_lac_130754,PQ,0.006900000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1315449,BusBar_lac_130754,PQ,0.02983,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1315561,BusBar_lac_130754,PQ,0.03,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218001_solar_roof_mounted_1315977,BusBar_lac_130754,PQ,0.162,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1310651,BusBar_lac_130754,PQ,0.006719999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1312517,BusBar_lac_130754,PQ,0.0061200000000000004,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1312887,BusBar_lac_130754,PQ,0.005889999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1313612,BusBar_lac_130754,PQ,0.00252,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1313725,BusBar_lac_130754,PQ,0.00468,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1315099,BusBar_lac_130754,PQ,0.03,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1315946,BusBar_lac_130754,PQ,0.0282,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218002_solar_roof_mounted_1597968,BusBar_lac_130754,PQ,0.00936,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1310679,BusBar_lac_130754,PQ,0.03014,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1310909,BusBar_lac_130754,PQ,0.012580000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1312883,BusBar_lac_130754,PQ,0.011895,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1313662,BusBar_lac_130754,PQ,0.005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1313923,BusBar_lac_130754,PQ,0.0152,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218003_solar_roof_mounted_1315722,BusBar_lac_130754,PQ,0.03455,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218004_solar_roof_mounted_1312776,BusBar_lac_130754,PQ,0.00185,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218004_solar_roof_mounted_1313873,BusBar_lac_130754,PQ,0.01577,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218004_solar_roof_mounted_1315256,BusBar_lac_130754,PQ,0.0264,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218004_solar_roof_mounted_1315513,BusBar_lac_130754,PQ,0.012375,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218005_solar_roof_mounted_1313780,BusBar_lac_130754,PQ,0.04107,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218005_solar_roof_mounted_1315237,BusBar_lac_130754,PQ,0.029885000000000002,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218005_solar_roof_mounted_1315421,BusBar_lac_130754,PQ,0.00611,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1310713,BusBar_lac_130754,PQ,0.06143,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1310787,BusBar_lac_130754,PQ,0.0288,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1313922,BusBar_lac_130754,PQ,0.01134,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1314978,BusBar_lac_130754,PQ,0.01725,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1315640,BusBar_lac_130754,PQ,0.03,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1315820,BusBar_lac_130754,PQ,0.012580000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218006_solar_roof_mounted_1315969,BusBar_lac_130754,PQ,0.01575,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1310877,BusBar_lac_130754,PQ,0.00621,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1310949,BusBar_lac_130754,PQ,0.02958,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1312683,BusBar_lac_130754,PQ,0.00528,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1312708,BusBar_lac_130754,PQ,0.00481,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1312860,BusBar_lac_130754,PQ,0.00738,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1313592,BusBar_lac_130754,PQ,0.0022890000000000002,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1313601,BusBar_lac_130754,PQ,0.0048,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1314015,BusBar_lac_130754,PQ,0.008695,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1315232,BusBar_lac_130754,PQ,0.00396,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218007_solar_roof_mounted_1316079,BusBar_lac_130754,PQ,0.02961,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1310668,BusBar_lac_130754,PQ,0.01248,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1312323,BusBar_lac_130754,PQ,0.0273,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1312466,BusBar_lac_130754,PQ,0.03,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1312907,BusBar_lac_130754,PQ,0.01292,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1312958,BusBar_lac_130754,PQ,0.0299,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1314047,BusBar_lac_130754,PQ,0.006435,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1314756,BusBar_lac_130754,PQ,0.02048,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1315453,BusBar_lac_130754,PQ,0.023125,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1315797,BusBar_lac_130754,PQ,0.0046,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218008_solar_roof_mounted_1315833,BusBar_lac_130754,PQ,0.01104,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1310664,BusBar_lac_130754,PQ,0.0068,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1310704,BusBar_lac_130754,PQ,0.0242,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1311014,BusBar_lac_130754,PQ,0.0050999999999999995,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1312443,BusBar_lac_130754,PQ,0.0061200000000000004,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1312748,BusBar_lac_130754,PQ,0.01786,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1312845,BusBar_lac_130754,PQ,0.0055,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1313674,BusBar_lac_130754,PQ,0.0039,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1313845,BusBar_lac_130754,PQ,0.026775,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1313966,BusBar_lac_130754,PQ,0.0075,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1315723,BusBar_lac_130754,PQ,0.12173,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1316099,BusBar_lac_130754,PQ,0.005355,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218009_solar_roof_mounted_1316164,BusBar_lac_130754,PQ,0.0044800000000000005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1310891,BusBar_lac_130754,PQ,0.00867,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1310913,BusBar_lac_130754,PQ,0.03,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1312629,BusBar_lac_130754,PQ,0.00799,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1312751,BusBar_lac_130754,PQ,0.01449,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1312986,BusBar_lac_130754,PQ,0.005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1313605,BusBar_lac_130754,PQ,0.005405999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1315102,BusBar_lac_130754,PQ,0.0126,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1315150,BusBar_lac_130754,PQ,0.027,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1315559,BusBar_lac_130754,PQ,0.008324999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1315806,BusBar_lac_130754,PQ,0.00529,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218010_solar_roof_mounted_1315960,BusBar_lac_130754,PQ,0.0096,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1311008,BusBar_lac_130754,PQ,0.15234999999999999,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1312468,BusBar_lac_130754,PQ,0.0056,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1312605,BusBar_lac_130754,PQ,0.04095,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1312922,BusBar_lac_130754,PQ,0.0076500000000000005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1313048,BusBar_lac_130754,PQ,0.004900000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1313061,BusBar_lac_130754,PQ,0.016120000000000002,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1314867,BusBar_lac_130754,PQ,0.0072,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1315270,BusBar_lac_130754,PQ,0.05005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1315452,BusBar_lac_130754,PQ,0.008775,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1315461,BusBar_lac_130754,PQ,0.01066,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218011_solar_roof_mounted_1315822,BusBar_lac_130754,PQ,0.00592,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1310852,BusBar_lac_130754,PQ,0.0135,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1312737,BusBar_lac_130754,PQ,0.006,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1315149,BusBar_lac_130754,PQ,0.027,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1315283,BusBar_lac_130754,PQ,0.00828,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1315562,BusBar_lac_130754,PQ,0.004995,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1315818,BusBar_lac_130754,PQ,0.06384000000000001,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1315934,BusBar_lac_130754,PQ,0.00456,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218012_solar_roof_mounted_1316133,BusBar_lac_130754,PQ,0.0099,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1312820,BusBar_lac_130754,PQ,0.00864,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1313797,BusBar_lac_130754,PQ,0.0112,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1313838,BusBar_lac_130754,PQ,0.1143,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1315383,BusBar_lac_130754,PQ,0.00924,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1315511,BusBar_lac_130754,PQ,0.0064800000000000005,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218013_solar_roof_mounted_1315813,BusBar_lac_130754,PQ,0.0054,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218014_solar_roof_mounted_1310613,BusBar_lac_130754,PQ,0.0019199999999999998,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218014_solar_roof_mounted_1312869,BusBar_lac_130754,PQ,0.00931,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218014_solar_roof_mounted_1315058,BusBar_lac_130754,PQ,0.022109999999999998,solar,1123093,solar_roof_mounted
Generator_mvgd_1249_lvgd_218014_solar_roof_mounted_1315155,BusBar_lac_130754,PQ,0.027,solar,1123093,solar_roof_mounted
